,input_text,target_text
818,Bloqueio atmosférico fez frente fria estacionar no RS. ,Obstáculo atmosférico fez frente fria estacionar no RS. 
2332,"Faltam 15 dias e os primeiros comerciais já espalham as virtudes da nova Barbie, do último Bob Esponja, do videogame da moda. ",Faltam 15 dias. 
2101,"Além disso, escolher Anbar como destino é uma maneira de respaldar o argumento da Casa Branca de que os esforços no Iraque estão produzindo resultados. ","Além disso, escolher Anbar como destino é uma maneira de apoiar o argumento da Casa Branca de que os esforços no Iraque estão produzindo resultados. "
456,"A informação foi revelada ontem por órgãos de imprensa americanos, entre eles o jornal The New York Times, com base em fontes da Casa Branca. ",Os jornais americanos revelaram a informação ontem. 
3257,"A larva passa de 7 a 14 dias ali dentro, fartando-se do sangue do aracnídeo, até estar madura o suficiente. ","A larva passa de 7 a 14 dias ali dentro, enchendo-se do sangue da aranha, até estar madura o suficiente. "
576,"Causa um constrangimento, porque trabalhamos muito em função da educação patrimonial -- diz Miriam. ","Causa vergonha, porque trabalhamos muito para educar as pessoas para respeitarem o patrimônio público -- diz Miriam. "
623,"Quando começou a gritar, Riquelme disse: ","Quando Lucilene começou a gritar, Riquelme disse: "
2987,"No sábado, os amantes da ufologia voltaram para casa sem nenhum registro especial. ","No sábado, as pessoas que gostam da ufologia voltaram para casa sem nenhum registro especial. "
3944,"A identificação e descrição está sendo feita com a ajuda de Marina Capelari, do Instituto de Botânica de São Paulo, e Dennis Desjardin, da Universidade Estadual de San Francisco (Unidos). ","A identificação e descrição está sendo feita com a ajuda de Marina Capelari, do Instituto de Botânica de São Paulo, e Dennis Desjardin, da Universidade Estadual de San Francisco, Unidos. "
3329,Drogas baseadas no UCP-3 teriam pouco em comum com os moderadores de apetite usados hoje. ,Drogas com base no UCP-3 teriam pouco em comum com os moderadores de apetite usados hoje. 
3528,"Com a pessoa sozinha, acompanhada do cônjuge, acompanhada do animal doméstico (ou amigo do mesmo sexo) e acompanhada tanto do cônjuge quanto do animal (ou amigo). ","Com a pessoa sozinha, acompanhada do marido ou da mulher, acompanhada do animal doméstico ou do amigo do mesmo sexo e acompanhada tanto do marido ou mulher quanto do animal ou amigo. "
1774,"O presidente da Aclame, Fernando Bertuol, comentou a importância do trabalho feito com as crianças. ",Fernando Bertuol é presidente da Aclame. 
307,Os três relatores dos pedidos votaram pela manutenção dos cargos para todos os que fizeram a mudança antes da resolução do TSE. ,Os três relatores dos pedidos votaram para que todos os que mudaram de partido antes da resolução do TSE fiquem com seus mandatos. 
3837,"É muito difícil saber o que acontece, porque o bicho vive enterrado, diz Brescovit. ",Brescovit diz: 
130,"Isso porque carros novos têm cada vez mais dispositivos de segurança, como alarme, bloqueador de combustível e chave codificada. ",Isso acontece porque os carros novos têm cada vez mais aparelhos de segurança. 
3764,"Experimentos coordenados por Carl Cotman, da Universidade da Califórnia em Irvine, mostraram resultados animadores em cães na fase de envelhecimento (a partir dos 9 anos de vida), na qual os animais podem desenvolver uma doença que lembra Alzheimer. ","Experiências comandadas por Carl Cotman, da Universidade da Califórnia em Irvine, mostraram resultados positivos em cães que estavam ficando velhos, quando os animais podem desenvolver uma doença que lembra Alzheimer. "
2376,"Em alguns casos, as pastorais e dioceses coordenam o rodízio das imagens, enquanto em outros as comunidades se organizam. ",As pastorais e dioceses organizam o revezamento das imagens em alguns casos. 
1155,"Se houver o consenso de que em uma ou outra sessão possa ocorrer um problema, teremos a sensibilidade de tratar individualmente -- destacou Pont. ","Se concordarmos que em uma ou outra sessão pode ocorrer um problema, teremos a sensibilidade de tratar o caso individualmente -- destacou Pont. "
174,"Há setores com carência de pessoal ou, naqueles em que não faltam funcionários, há pessoas atuando em uma função para a qual não têm qualificação. ",Há setores com falta de servidores e há setores em que não faltam servidores. 
2682,Este é o quarto ano em que participa do programa. ,Este é o quarto ano em que participa do programa. 
2006,"Irena dos Santos atravessava a Terceira Avenida, esquina com a Rua 2.500, às 8h40 min, quando foi atingida. ","Irena dos Santos atravessava a Terceira Avenida, na esquina com a Rua 2.500 às 8h40 min, no momento em que foi atingida. "
3941,"Com base em relatos de moradores e muita paciência na coleta, a equipe chegou aos cogumelos em dois locais: ","Com base em histórias de moradores e muita paciência na coleta, a equipe chegou aos cogumelos em dois locais: "
3852,"O estudo na britânica ""Nature"" é de autoria de Neil M. Ferguson, do Imperial College, de Londres, e mais sete colaboradores; ","O estudo na ""Nature"" é de Neil M. Ferguson, do Imperial College de Londres, e mais sete colegas; "
2301,"O edital de licitação do metrô de superfície, a ser aberto sexta-feira, é integrado pelo projeto da obra, o estudo de viabilidade econômica e avaliações de impacto ambiental. ","O edital de licitação do metrô de superfície é composto pelo projeto da obra, o estudo de possibilidade de bom resultado econômico e avaliações de impacto ambiental. "
2889,Aqui na ponte quem assalta é mandado embora. ,"Aqui na ponte, quem assalta é mandado embora. "
3822,Ele disse que a ministra Marina Silva criou um grupo de trabalho para analisar as propostas. ,Ele disse que a ministra Marina Silva criou um grupo de trabalho com o objetivo de analisar as propostas. 
4003,As savanas provavelmente eram um ambiente raro nessa época.,As savanas provavelmente eram um ambiente raro nessa época.
1762,"Em Novo Hamburgo e em Lajeado, nos vales do Sinos e do Taquari, respectivamente, houve protestos, brincadeiras e negócios a preços sem tributo. ","Em Novo Hamburgo e Lajeado, houve protestos, brincadeiras e negócios a preços sem tributo. "
2648,Só é retirado da sala de cirurgia -- um dos locais mais quentes do hospital -- para tomar sol. ,Só é retirado da sala de cirurgia -- um dos locais mais quentes do hospital -- para tomar sol. 
2979,"Sua avó, Beatriz Romminger, 64 anos, soube do evento pela imprensa e decidiu levar o garoto. ",Sua avó soube do evento pela imprensa e decidiu levar o garoto. 
3510,"Se você precisar fazer algo estressante, procure sair de perto de sua mulher ou de seu marido, ou mesmo de seu melhor amigo ou de sua melhor amiga. ","Se você precisar fazer algo que cause estresse, procure sair de perto de sua mulher, de seu marido, de seu melhor amigo ou de sua melhor amiga. "
3812,"O leito do rio ficou tão alto que está acima das áreas laterais, as planícies.","O leito do rio ficou tão alto que está acima das áreas laterais, as planícies."
2237,"As aves apreendidas seriam levadas para um criadouro, em lugar ainda a ser definido. ",Levariam as aves apreendidas para um viveiro. 
689,"-- Ele não irá para o Céu, vai para o inferno. ",-- Ele não irá para o Céu. 
2752,"Minutos antes do início da reunião, foi fechado o acordo que tornou viável a unificação da proposta do movimento Trabalhadores do Grupo Varig (TGV) com a da consultoria Alvarez & Marsal, contratada para conduzir o processo de recuperação judicial. ","Minutos antes do início da reunião, fechou-se o acordo que unificou a proposta do movimento Trabalhadores do Grupo Varig com a proposta da consultoria Alvarez & Marsal, contratada para conduzir o processo de recuperação judicial. "
566,"-- Começamos a encaminhar em novembro de 2005, e só na metade do ano passado acertamos tudo e eles começaram a confeccionar o produto -- afirma a coordenadora. ",-- Começamos a tratar disso em novembro de 2005. 
3846,"Para que se tenha uma idéia, os combates de 1914 a 1918 mataram perto de 10 milhões de pessoas. ","Para que se tenha uma idéia, os combates de 1914 a 1918 mataram perto de 10 milhões de pessoas. "
3300,"Descobrimos que os recursos hídricos locais em algumas áreas estão simplesmente esgotados, afirmou. ",Descobrimos que as reservas de água em algumas áreas estão simplesmente vazias. 
1001,"O amigo, Guilherme Correa, 18 anos, foi liberado após pagamento de fiança arbitrada em R$ 200 pelo delegado Paulo Machado, da 2ª Delegacia de Polícia de Pronto Atendimento (2ª DPPA). ",O amigo é Guilherme Correa. 
3204,"Depois disso, entram em colapso total, por falta de uma política de desenvolvimento sustentável. ","Depois disso, entram em decadência total por falta de uma política de desenvolvimento sustentável. "
926,"Transportaram Caetana, um whippet (um galgo pequeno, explicam) por 1.250 quilômetros. ",Os Duarte transportaram Caetana por 1.250 quilômetros. 
1498,"Ontem, em Passo Fundo, só havia terra vermelha e tendas para receber a comitiva presidencial. ","Ontem, em Passo Fundo, só havia terra vermelha e tendas para receber o grupo do presidente. "
2528,Os moradores de Santa Cruz organizaram o Movimento Por a Vida e entraram com uma ação em que pedem a declaração de inconstitucionalidade do artigo modificado. ,Os moradores de Santa Cruz organizaram o Movimento Por a Vida e entraram com uma ação em que pedem a declaração de inconstitucionalidade do artigo modificado. 
2120,Tribunal divulgou fotografias tiradas pouco antes do acidente fatal. ,Tribunal divulgou fotografias tiradas pouco antes do acidente fatal. 
2317,"Para o professor de Arquitetura e Urbanismo da UFSC, Lino Peres, a implantação de soluções para o transporte público deveria ser discutida junto com o Plano Diretor Participativo. ",Lino Peres é professor de Arquitetura e Urbanismo da UFSC. 
1349,-- Abre oportunidades bem pontuais para que os exportadores façam operações com câmbio melhor. ,-- O aumento abre oportunidades muito específicas para que os exportadores façam operações com câmbio melhor. 
48,"Na Federação das Associações de Municípios do RS (Famurs) e na Secretaria Estadual de Educação (Sec), a preocupação reside em outro ponto. ",A preocupação está em outro ponto na Federação das Associações de Municípios do RS (Famurs) e na Secretaria Estadual de Educação (Sec). 
389,"A iniciativa surgiu após perícia feita no dia 3 de outubro na Escola de Ensino Fundamental Professora Antonieta de Barros, no Centro, onde foram constatadas infiltrações, umidade, deslocamento e desnivelamento dos pisos e degradação do concreto com corrosão das armaduras. ",A iniciativa surgiu após exame feito no dia 3 de outubro na Escola de Ensino Fundamental Professora Antonieta de Barros. 
2391,"Depois de algum tempo esquecido, ele foi retomado pela contadora Sônia Mara Silveira Dal Bosco, 41 anos, tão logo ela se mudou de Santa Rosa para a cidade. ",Esqueceram o costume por algum tempo. 
3047,"Na América Latina, o relatório afirma que a epidemia permanece estável. ","Na América Latina, o relatório afirma que a epidemia permanece sem variação. "
658,"Chávez citou um artigo da Constituição venezuelana que assegura o controle estatal da atividade petrolífera, mas não da extração de gás, e acrescentou que ele deveria ser modificado ""para incluir todos os hidrocarbonetos, sólidos, líquidos ou gasosos"". ",Chávez citou um artigo da Constituição venezuelana que garante o controle do Estado sobre a atividade de produção de petróleo. 
774,As cenas deverão ir ao ar na segunda quinzena de setembro. ,As cenas deverão ir ao ar nas duas últimas semanas de setembro. 
823,"Embora o fenômeno esteja em formação, os meteorologistas descartam a relação com a chuvarada dos últimos dias. ",O fenômeno está em formação. 
613,"Era fim da tarde de quinta-feira quando Riquelme brincava de carrinho na casa da vizinha Lucilene Córdova dos Santos, 36 anos. ","No fim da tarde de quinta-feira, Riquelme brincava de carrinho na casa da vizinha. "
1927,-- Posso estar na casa de clientes ou em um shopping e fico conectado. ,-- Posso estar na casa de clientes ou em um shopping e fico conectado. 
2549,"Destes, 5.141 se inscreveram no sistema de cotas e 559 se declararam negros. ","Destes 30 mil candidatos, 5.141 se inscreveram no sistema de cotas e 559 se declararam negros. "
355,Quem estava torcendo para o Cristo Redentor se tornar uma das novas maravilhas do mundo tem hoje a última chance de dar uma forcinha para o candidato brasileiro. ,Quem estava torcendo para o Cristo Redentor se tornar uma das novas maravilhas do mundo tem hoje a última chance de votar nele. 
3801,"Os resultados do Cobe foram relevantes, mas o estado da arte são as imagens do satélite WMAP (Wilkinson Microwave Anisotropy Probe), cujos primeiros dados saíram em 2003. ","Os resultados do Cobe foram importantes, mas o nível mais alto de desenvolvimento são as imagens do satélite Wilkinson Microwave Anisotropy Probe (WMAP), cujos primeiros dados saíram em 2003. "
2902,"Em Porto Alegre, há o programa Reinserção de Atividade Produtiva (Rap), cuja edição de 2007 se iniciará em março. ","Em Porto Alegre, há o programa Reinserção de Atividade Produtiva (Rap), cuja edição de 2007 se iniciará em março. "
2941,"No dia do aniversário, animadores que fazem atividades com a gurizada na área de lazer terão como companhia os mascotes do Pampas. ","No dia do aniversário, animadores que fazem atividades com a gurizada na área de lazer terão como companhia os mascotes do Pampas. "
2870,"Moradores de rua são chamados de sem-teto, mas em Porto Alegre poderiam ser definidos como sem-marquise, sem-ponte, sem-praça, sem-abrigo. ","Moradores de rua são chamados de sem-teto, mas em Porto Alegre poderiam ser definidos como sem-marquise, sem-ponte, sem-praça, sem-abrigo. "
3011,"Emília quer acreditar que seus discursos tenham transmitido indignação aos alunos, e o deles aos pais vizinhos à escola. ",Emília quer acreditar que seus discursos transmitiram raiva aos alunos e o deles aos pais vizinhos à escola. 
4048,Além do tato. ,Além do tato. 
3475,A quantidade de hidrogênio é finita. ,Mas a quantidade de hidrogênio tem um fim. 
2688,"Para preencher as vagas, um novo edital deve ser lançado nos próximos dias, com duas alterações. ","Um novo edital deve ser lançado nos próximos dias, com o objetivo de preencher as vagas. "
1988,"-- Desconhecemos essa orientação, acredito que houve um mal-entendido -- disse ontem o vice-presidente executivo do Sindicom, Alísio Vaz. ",-- Desconhecemos essa orientação. 
3297,"Eram, portanto, menos precisos. ","Com isso, eram menos precisos. "
511,"Se a situação apertar, no entanto, a tática do Executivo será passar o rolo compressor: ",O método do governo será tirar pessoas da comissão se a situação apertar. 
1897,"Ontem, a Companhia Estadual de Energia Elétrica (CEEE) informou que o Estado registrou às 14h41 min de 10 de dezembro recorde na demanda de energia, com 4.697 megawatts. ","Ontem, a Companhia Estadual de Energia Elétrica informou que o Estado registrou recorde na demanda de energia. "
1878,"Com carvão a poucos centímetros da superfície, a área é considerada a mais atrativa no estado. ",A área tem carvão a poucos centímetros da superfície. 
1470,"Não é um estudo conclusivo, traz apenas diretrizes, e ainda será discutido e aprofundado explica Sílvia Pagel, engenheira florestal da Fundação Estadual de Proteção Ambiental (Fepam). ",Não é um estudo definitivo. 
4018,"Pesquisadores da fiocruz (Fundação Oswaldo Cruz) identificaram duas moléculas no sangue dos gambás que têm essa função antiofídica e esperam utilizá-las não apenas para auxiliar quem sofre acidentes com cobras, mas também para tratar doenças humanas, como câncer e osteoartrite. ","Pesquisadores da fundação oswaldo cruz identificaram duas moléculas no sangue dos gambás que têm essa função de combater o veneno das cobras e esperam utilizá-las não apenas para auxiliar quem sofre acidentes com cobras, mas também para tratar doenças humanas, como câncer e osteoartrite. "
2537,Mas agora terá de ampliar as vagas nos cursos para acrescentar quando necessário os 30%. ,"Mas agora terá de aumentar as vagas nos cursos, com o objetivo de acrescentar os 30% quando necessário. "
1031,"Paide ferreira, Júlio Ferreira questionou a condução ao Presídio Central em um momento marcado pela superlotação carcerária. ",O pai de Ferreira questionou a condução ao Presídio Central em um momento de superlotação da cadeia. 
1834,"Ele foi até seu futuro local de trabalho com a nova mulher, Caroline Medeiros, 29 anos. ",Ele foi até seu futuro local de trabalho com a nova mulher. 
1987,"-- Desconhecemos essa orientação, acredito que houve um mal-entendido -- disse ontem o vice-presidente executivo do Sindicom, Alísio Vaz. ",-- Desconhecemos essa orientação. 
2992,"Entrou em cada uma das classes da Escola Estadual João Barbosa na Vila Universal, bairro de Viamão -- e puxou conversa com as turmas. ","Entrou em cada uma das classes da Escola Estadual João Barbosa na Vila Universal, no bairro de Viamão. "
138,"Nesta época em 2002, candidatos já estavam em campo. ","Nesta época em 2002, os candidatos já estavam em campo. "
352,"Antes de sobrevoar a Zona Norte, os portugueses ainda se reunirão no Olímpico com a direção do Grêmio e integrantes do Conselho Deliberativo para discutir o projeto. ",Os portugueses se reunirão no Olímpico com a direção do Grêmio e com integrantes do Conselho Deliberativo para discutir o projeto. 
3728,Os cientistas buscam fazer isso despedaçando o DNA dos seres vivos na própria amostra e então decifrando as letras genéticas contidas em cada um dos pequenos trechos. ,Os cientistas buscam fazer isso despedaçando o DNA dos seres vivos e entendendo os genes contidos em cada um dos pequenos trechos. 
754,"Depois que tomei a pílula, parei em uma semana. ","Depois que tomei a pílula, parei em uma semana. "
2192,"Com faixas pedindo segurança, os manifestantes aproveitavam o fechamento dos sinais no entorno do Terminal Triângulo, na Assis Brasil com a Baltazar de Oliveira Garcia, para conversar com motoristas. ",Os manifestantes estavam com faixas pedindo segurança. 
776,"-- Queremos mostrar que arquitetura não é sinônimo de dinheiro, mas de qualidade de vida -- explicou Luciano, que afirmou estar empolgado com a família escolhida. ",-- Queremos mostrar que arquitetura não é sinônimo de dinheiro. 
3319,"A porcentagem de tecido adiposo (gordura) sobre o volume total do corpo dos bichos também diminuiu -- nos machos, em 44%; ","A porcentagem de gordura sobre o volume total do corpo dos bichos também diminuiu -- nos machos, em 44%; "
802,"O bolo tinha os ingredientes que compõem a dieta dos animais, para deixar claro que o cardápio animal não se compõe de guloseimas apetitosas para os humanos, como doces, pipocas e outros quitutes. ",O bolo tinha os ingredientes da dieta dos animais. 
3134,"No entanto, o Gemini poderá ""enxergar"" planetas. ","Mas o Gemini poderá ""enxergar"" planetas. "
4051,"Além disso, a pele é extremamente maleável, adaptando-se muito bem aos movimentos do corpo. ","Além disso, a pele é extremamente maleável, adaptando-se muito bem aos movimentos do corpo. "
3623,Esse é um projeto para os próximos cinco ou seis anos.,Esse é um projeto para os próximos cinco ou seis anos.
3081,"É em respeito a esse público que a RBS aperfeiçoou ao longo dessas cinco décadas uma linha editorial centrada na verdade, na independência, na democracia, na liberdade de expressão, no pluralismo de opiniões, no localismo e na responsabilidade social. ","A RBS melhorou ao longo dessas cinco décadas uma linha editorial concentrada na verdade, na independência, na democracia, na liberdade de expressão, na variedade de opiniões, no regionalismo e na responsabilidade social em respeito a esse público. "
1919,-- Isso é meu escritório -- aponta para o computador a sua frente. ,-- Isso é meu escritório -- aponta na direção do computador a sua frente. 
3260,"Dopada, ela passa a repetir um único padrão de teia, em vez de tecê-lo no formato circular tradicional. ","O efeito da substância faz com que ela passe a repetir um único padrão de teia, em vez de tecer no formato circular tradicional. "
1530,"A história é bem conhecida -- O Pequeno Príncipe seria um dos livros mais traduzidos no mundo --, e é construída em cima das pequenas grandes descobertas que o príncipe (vivido, claro, por Luana) faz com a ajuda de um aviador (Marcus Alvisi), de plantas, de uma cobra, de uma raposa e de um pássaro que lhe cruzam a jornada. ",A história é muito conhecida. 
2672,"Os outros integrantes na primeira turma de aprovados estão em treinamento na praia do Cassino, Litoral Sul, em Tramandaí, no Litoral Norte, e no Laranjal, em Pelotas. ","Os outros integrantes da primeira turma de aprovados estão em treino na praia do Cassino, em Tramandaí e no Laranjal. "
2619,"A média dos estudantes do país consegue apenas localizar informações ou reconhecer temas de um texto, sem condições de avaliar o conteúdo do que lê. ","A média dos estudantes consegue apenas localizar informações ou reconhecer temas de um texto, sem condições de avaliar o conteúdo do que lê. "
2930,"-- A colheita deve ser feita em locais distantes de centros urbanos, porque a planta absorve a poluição e, além da perda de suas propriedades terapêuticas, pode causar intoxicação. ","-- A colheita deve ser feita em locais distantes de centros urbanos, porque a planta chupa a poluição e, além de perder suas propriedades de tratamento, pode causar intoxicação. "
3496,"Mas novos cálculos mostram que bólidos mais modestos, com 50 metros de diâmetro e a capacidade de destruir uma cidade, despencam do céu uma vez por milênio. ","Mas novos cálculos mostram que asteróides menores, com 50 metros de diâmetro, caem do céu uma vez a cada mil anos. "
3769,"Essa conclusão veio de um estudo feito por Domingos Matos, 36, médico da Universidade Federal do Pará. ","Essa conclusão veio de um estudo feito por Domingos Matos, médico da Universidade Federal do Pará. "
1209,"Mesmo sem nenhum vôo com participação brasileira previsto, ele atua em projetos espaciais, dividindo-se entre os treinamentos da Nasa e o Instituto de Aeronáutica e Espaço, em São José dos Campos. ",Não há nenhum vôo com participação brasileira previsto. 
2296,"Percurso previsto vai do Bairro Barreiros, em São José, à UFSC. ","Caminho previsto vai do Bairro Barreiros, em São José, à UFSC. "
233,"Em 2004, aconteceu a mesma coisa, não sabemos por quê -- diz o pesquisador do Inpe Carlos Nobre, especialista em mudanças climáticas e meteorologia tropical. ",O pesquisador do Inpe Carlos Nobre disse: 
2205,"Em 2007, até fevereiro, foram nove investidas. ","Até fevereiro de 2007, foram nove ataques. "
2181,"Durante o dia, apesar do sol, os termômetros não passaram dos 8 ºC. ","Durante o dia, apesar do sol, os termômetros não passaram dos 8 ºC. "
2268,Mas os especialistas alertam que ainda não há um horizonte para o fim da crise. ,Mas os especialistas alertam que ainda não há um horizonte para o fim da crise. 
1912,"Conforme a Companhia de Geração Térmica de Energia Elétrica (CGTEE), em janeiro 250 trabalhadores já estarão no canteiro de obras até agosto, devem ser 1,5 mil. ","De acordo com a Companhia de Geração Térmica de Energia Elétrica, em janeiro, 250 trabalhadores já estarão no canteiro de obras. "
92,"Considerado culpado de ameaçar com um cachorro sem focinheira um dos detentos e de negligência no cumprimento do dever, ele foi rebaixado e condenado ontem por um tribunal militar a 90 dias de trabalho forçado sem confinamento. ",Ele foi considerado culpado de ameaçar um dos prisioneiros com um cachorro sem focinheira. 
3442,"Dois estudos sobre o material genético dos cães publicados hoje na revista ""Science"" (www.sciencemag.org) revelaram que, diferentemente do que indicavam os achados arqueológicos, os primeiros cães domésticos surgiram no Extremo Oriente, e não no Oriente Médio. ","Dois estudos sobre os genes dos cães publicados hoje na revista ""Science"" revelaram que, diferentemente do que indicavam os achados arqueológicos, os primeiros cães domésticos surgiram no Extremo Oriente, e não no Oriente Médio. "
2198,Ele me mordeu na barriga. ,Ele me mordeu na barriga. 
2552,"A procuradoria jurídica da instituição foi acionada, segundo o reitor Lucio Botelho. ",O reitor Lucio Botelho disse que a procuradoria jurídica da instituição foi chamada a agir. 
327,"Ainda nesta semana, outro grupo, este integrado pelo também português Banco Espírito Santo e pela Luso Arenas, apresentará oferta ao Grêmio. ","Ainda nesta semana, outro grupo apresentará oferta ao Grêmio. "
1933,"Mas, no Rio Grande do Sul, reconheço que ainda há poucos pontos. ",Mas reconheço que ainda há poucos pontos no Rio Grande do Sul. 
3963,"Estamos com um saco de 200 kg de sedimento para peneirar, diz, gesticulando para indicar o tamanho do trabalho à frente. ","Gesticulando para indicar o tamanho do trabalho à frente, diz: "
3452,Cães indígenas. ,Cães indígenas. 
3044,"-- Ainda estamos muito distantes do patamar que consideramos adequado do ponto de vista ético e do compromisso assumido na Assembléia Geral da ONU em 2001 -- diz Chequer, ex-diretor do Programa Nacional de DST e Aids. ",-- Ainda estamos muito distantes do nível que consideramos adequado do ponto de vista ético e do compromisso assumido na Assembléia Geral da ONU em 2001 -- diz Chequer. 
3094,"Ao virar a fronteira do seu primeiro meio século de existência, a RBS mantém os seus compromissos históricos com a ética, com a responsabilidade social e com a valorização das pessoas, ao mesmo tempo em que direciona sua ação multimídia para a inovação e para o uso adequado das novas tecnologias informativas. ","Aos 50 anos, A RBS mantém os seus compromissos históricos com a ética, a responsabilidade social e a valorização das pessoas. "
2596,"Era uma fonte de renda que a escola tinha e foi cortada -- argumenta Cláudia Machado, responsável pela Escola Municipal Alceu Wamosy. ","Era uma fonte de renda que a escola tinha e foi cortada -- diz Cláudia Machado, responsável pela Escola Municipal Alceu Wamosy. "
833,"Para marcar o primeiro dia do novo ano, que se inicia logo após o pôr-do-sol, celebrações estão previstas nas sete sinagogas da Capital e nos quatro templos do Interior. ",O novo ano se inicia logo após o pôr do sol. 
1779,A manifestação parou uma das principais vias da cidade por cerca de uma hora. ,A manifestação parou uma das principais vias da cidade por cerca de uma hora. 
298,"O STF concordou com decisão do Tribunal Superior Eleitoral (TSE) de 27 de março determinando que os partidos, e não os políticos eleitos, são os donos de seus mandatos. ",O STF concordou com a decisão de 27 de março do Tribunal Superior Eleitoral (TSE). 
2255,Válvulas reguladoras evitam vazamentos caso a broca encontre áreas de alta pressão ou depósitos de petróleo e gás. ,Válvulas reguladoras evitam vazamentos caso a broca encontre áreas de alta pressão ou depósitos de petróleo e gás. 
1823,"O advogado de Collor, Fernando Neves da Silva, disse que o expresidente requereu que funcionários, veículos e motoristas, custeados com dotações da Presidência, sejam colocados a sua disposição. ",O advogado de Collor é Fernando Neves da Silva. 
2674,"Os outros integrantes na primeira turma de aprovados estão em treinamento na praia do Cassino, Litoral Sul, em Tramandaí, no Litoral Norte, e no Laranjal, em Pelotas. ","Os outros integrantes da primeira turma de aprovados estão em treino na praia do Cassino, em Tramandaí e no Laranjal. "
2686,"Terminado o prazo, em novembro, 257 haviam se inscrito, mas somente 59 foram aprovados nos exames de saúde física e mental. ",O prazo terminou em novembro. 
1537,O essencial é invisível aos olhos. ,O essencial é invisível aos olhos. 
2370,"Na última semana, Leonides percorreu as estradas de chão batido da localidade para visitar Elaine Bordignon, levando consigo a capelinha de Nossa Senhora Aparecida, e aproveitou para brincar com a filha da vizinha, Fabiane, três meses. ","Na última semana, Leonides percorreu as estradas de chão batido da localidade com o objetivo de visitar Elaine Bordignon. "
793,"-- A gente não podia fazer o aniversário do zôo com festa para gente -- brincou o administrador da Redenção, Clovis Breda. ",-- A gente não podia fazer o aniversário do zôo com festa para gente -- brincou o administrador do parque. 
3509,"Felizmente, com base na nova estimativa, parece haver ainda nove séculos para catalogar os pedregulhos espaciais e se preparar para futuras colisões. ","Felizmente, com base no novo cálculo, parece haver ainda nove séculos para classificar os asteróides e se preparar para futuros choques. "
3554,"Ele está sendo testado na análise de polímeros (longas cadeias de uma mesma molécula) e, dentro de seis meses, deverá ser usado rotineiramente com proteínas. ","Ele está sendo testado na análise de longas cadeias de uma mesma molécula e, dentro de seis meses, deverá ser usado na rotina do trabalho com proteínas. "
2221,A fêmea a gente já tem para quem dar. ,A fêmea a gente já tem para quem dar. 
626,"Lucilene tentou impedir o garoto, mas Riquelme não deu ouvidos, abaixou-se, tapou o nariz com os dedos e entrou na casa. ",Lucilene tentou impedir o garoto. 
4017,"Agora, descobriram que uma solução potencialmente melhor foi ""desenvolvida"" ao longo de milhões de anos pelos gambás sul-americano, que se alimentam de serpentes. ","Agora, descobriram que uma solução possivelmente melhor foi ""desenvolvida"" ao longo de milhões de anos pelos gambás sul-americano, que se alimentam de serpentes. "
885,"E ele rebateu com ""assim, diferentão"". ",Ele respondeu: 
3518,"Metade dos casais do estudo tinha um animal doméstico, cão ou gato. ",Metade dos casais do estudo tinha um cão ou um gato. 
1467,"Não é um estudo conclusivo, traz apenas diretrizes, e ainda será discutido e aprofundado explica Sílvia Pagel, engenheira florestal da Fundação Estadual de Proteção Ambiental (Fepam). ",Não é um estudo definitivo. 
36,"Foi o senador Flávio Arns (PT-PR) quem sugeriu a inclusão da peça entre os itens do uniforme de alunos dos ensinos Fundamental e Médio nas escolas municipais, estaduais e federais. ","Foi o senador Flávio Arns que sugeriu a inclusão do boné no uniforme de alunos dos ensinos Fundamental e Médio nas escolas municipais, estaduais e federais. "
2103,"Segundo Bush, as mudanças em Anbar são um exemplo do que poderia ocorrer com o Iraque: ","Na opinião de Bush, as mudanças em Anbar são um exemplo do que poderia ocorrer com o Iraque: "
2361,"Além de estímulo para as orações em família, o hábito de levar as santas de casa em casa faz com que vizinhos se visitem, como atesta a agricultora Leonides Sperotto de Quadros, 57 anos. ",Leonides Sperotto de quadros é agricultora. 
2473,"É o caso do Rio Grande do Sul, onde a mortalidade, em 2006, era de 13,9 a cada mil nascimentos, de São Paulo, que era de 16, e de Santa Catarina, de 16,6. ","É o caso do Rio Grande do Sul, onde a mortalidade era de 13,9 a cada mil nascimentos em 2006. "
708,"O peregrino põe R$ 2, a janela de madeira gira, fecha-se. ",O peregrino põe R$ 2. 
1368,-- Não é porque o dólar deu uma subidinha que vamos sair vendendo tudo. ,-- Não é porque o dólar aumentou um pouco que vamos sair vendendo tudo. 
3933,"Já temos uma descrita, a Gerronema viridilucens, e seis já estão em fase de descrição, contou Stevani à Folha. ",Stevani contou à Folha: 
414,"Pavarotti deverá ficar na memória de muita gente como uma figura de barba e corpanzil, acostumado a soltar seu vozeirão potente diante de platéias numerosas, em teatros ou estádios de futebol, entoando temas como O Sole Mio ou Nessun Dorma. ",Pavarotti deverá ficar na memória de muita gente como uma figura de barba e corpo forte. 
3741,"A reconstrução dos genomas foi facilitada pelo fato de que a comunidade era dominada por populações de poucas espécies distintas, escrevem. ",Eles escrevem: 
89,"Nos EUA, um sargento envolvido no escândalo da penitenciária de Abu Ghraib escapou da pena de prisão. ","Nos EUA, um sargento envolvido no escândalo da penitenciária de Abu Ghraib escapou da pena de prisão. "
